173,182,300,257,73,0.961261 
155,248,224,294,73,0.723187 
284,2,299,22,35,0.530687 
208,0,246,15,35,0.522139 
237,260,295,295,73,0.460056 
130,42,168,71,35,0.450692 
212,278,260,299,73,0.365544 
208,0,246,15,73,0.305714 
115,0,154,27,35,0.302898 
125,8,165,38,35,0.289233 
125,8,165,38,73,0.286331 
248,20,294,50,35,0.257635 
86,38,128,69,73,0.228117 
209,43,256,75,35,0.222436 
209,43,256,75,73,0.164198 
129,234,240,300,73,0.160334 
130,42,168,71,73,0.152792 
173,11,214,40,35,0.141814 
290,261,299,291,73,0.140363 
177,236,207,257,73,0.123601 
288,287,299,298,73,0.122905 
209,274,279,299,73,0.121180 
288,239,300,288,73,0.120663 
17,252,192,300,73,0.113904 
210,195,299,254,73,0.112597 
277,224,300,263,73,0.112211 
40,261,244,297,73,0.110073 
35,230,175,300,73,0.109614 
0,1,43,181,73,0.109036 
199,0,231,8,35,0.109007 
86,38,128,69,35,0.108886 
249,231,300,294,73,0.108420 
175,293,222,299,73,0.107515 
169,257,217,290,73,0.107326 
134,275,236,296,73,0.106649 
166,231,200,256,73,0.106407 
218,271,298,300,73,0.106227 
83,67,141,112,73,0.105937 
227,241,297,292,73,0.105594 
228,246,263,271,73,0.105176 
259,291,297,300,73,0.104672 
259,238,300,284,73,0.104463 
72,242,212,300,73,0.103743 
113,282,239,298,73,0.103432 
160,289,218,298,73,0.102540 
201,287,238,295,73,0.102161 
254,211,300,255,73,0.101427 
176,278,263,300,73,0.101231 
163,241,233,287,73,0.100909 
254,223,300,267,73,0.100114 
275,219,300,251,73,0.100051 
151,246,176,268,73,0.100037 
196,260,275,299,73,0.099717 
274,224,300,296,73,0.099675 
80,26,117,54,35,0.099362 
7,224,137,295,73,0.099186 
148,220,182,245,73,0.098769 
151,257,185,286,73,0.098739 
158,227,224,270,73,0.098625 
229,218,300,267,73,0.098152 
274,40,300,75,35,0.097773 
120,133,261,194,73,0.097724 
239,248,281,276,73,0.097234 
172,207,242,252,73,0.096947 
143,59,285,259,73,0.096763 
149,211,213,253,73,0.096583 
221,230,280,292,73,0.096467 
212,267,245,289,73,0.096466 
178,200,270,253,73,0.095297 
173,11,214,40,73,0.095104 
242,298,285,300,73,0.094962 
141,205,189,259,73,0.094628 
0,0,114,166,73,0.094406 
196,69,295,150,73,0.094280 
0,8,67,136,73,0.094252 
235,207,296,288,73,0.094203 
79,291,210,300,73,0.093441 
81,144,258,276,73,0.093062 
166,251,197,276,73,0.093008 
121,297,189,300,73,0.092983 
263,226,297,256,73,0.092930 
136,149,300,274,73,0.092912 
197,179,287,232,73,0.092851 
0,177,225,265,73,0.092666 
4,0,137,47,73,0.092277 
164,188,249,232,73,0.092130 
176,248,212,278,73,0.092106 
180,239,268,285,73,0.091699 
36,165,69,191,35,0.091579 
284,2,299,22,73,0.091535 
0,30,33,269,73,0.091271 
0,150,164,283,73,0.091249 
109,114,248,168,73,0.091222 
251,252,300,300,73,0.090679 
173,186,276,242,73,0.090526 
148,250,294,300,73,0.090381 
152,236,181,257,73,0.090250 
94,288,233,299,73,0.090245 
173,175,264,222,73,0.090204 
249,274,300,300,73,0.090148 
161,226,193,247,73,0.090145 
260,250,295,277,73,0.090082 
271,196,300,269,73,0.090040 
8,232,246,300,73,0.089836 
206,215,289,266,73,0.089673 
1,0,93,81,73,0.089190 
219,45,300,179,73,0.088891 
0,3,52,255,73,0.088888 
140,294,203,299,73,0.088793 
259,4,292,14,35,0.088749 
2,0,15,59,86,0.088160 
69,231,145,300,73,0.088149 
73,133,220,192,73,0.087894 
228,17,300,266,73,0.087744 
128,91,265,195,73,0.087634 
173,221,251,266,73,0.086799 
187,216,269,265,73,0.086480 
72,93,205,188,73,0.086278 
192,255,227,276,73,0.086155 
5,200,180,300,73,0.085907 
104,191,184,238,73,0.085853 
57,164,210,220,73,0.085828 
206,235,254,293,73,0.085518 
139,232,201,295,73,0.085208 
72,74,233,221,73,0.085080 
231,272,269,292,73,0.084705 
124,184,173,249,73,0.084675 
188,51,283,180,73,0.084639 
264,0,298,171,73,0.084563 
253,181,297,254,73,0.084481 
220,263,268,300,73,0.084311 
278,251,300,300,73,0.084288 
125,122,263,224,73,0.084022 
189,258,232,300,73,0.083901 
201,26,295,107,73,0.083877 
139,192,209,235,73,0.083866 
181,213,234,273,73,0.083581 
133,73,244,142,73,0.083519 
200,209,297,292,73,0.083336 
180,103,282,189,73,0.083214 
260,214,298,246,73,0.083058 
82,34,233,101,73,0.083016 
14,2,123,74,73,0.082914 
105,174,190,219,73,0.082324 
37,142,176,247,73,0.081883 
200,272,222,287,73,0.081715 
198,46,265,217,73,0.081587 
121,212,183,249,73,0.081488 
273,56,300,79,35,0.081266 
202,90,299,177,73,0.080896 
140,223,191,279,73,0.080863 
0,74,101,229,73,0.080687 
82,217,235,300,73,0.080610 
102,40,202,264,73,0.080567 
271,29,299,246,73,0.080444 
133,176,209,219,73,0.080392 
194,115,300,202,73,0.080203 
13,83,189,208,73,0.080172 
206,262,255,300,73,0.080008 
0,36,136,136,73,0.079973 
112,200,149,228,73,0.079774 
218,16,298,129,73,0.079687 
46,114,179,219,73,0.079619 
154,176,233,220,73,0.079550 
126,190,252,266,73,0.079389 
195,213,224,244,73,0.078992 
156,110,281,168,73,0.078824 
187,20,245,61,73,0.078818 
99,228,179,300,73,0.078586 
141,256,191,300,73,0.077807 
0,39,59,156,73,0.077416 
127,195,215,287,73,0.077361 
107,118,221,186,73,0.077329 
8,111,144,238,73,0.077284 
156,184,210,244,73,0.077202 
149,54,228,159,73,0.076981 
135,226,274,293,73,0.076910 
172,184,227,244,73,0.076737 
111,295,170,299,73,0.076568 
228,147,300,244,73,0.076554 
53,11,239,174,73,0.076318 
260,100,300,275,73,0.076253 
78,66,133,130,73,0.076173 
96,293,163,299,73,0.076013 
55,153,160,229,73,0.075984 
121,155,232,241,73,0.075846 
186,183,245,249,73,0.075672 
2,205,107,298,73,0.075458 
0,117,81,300,73,0.075386 
74,182,208,283,73,0.075383 
119,43,261,164,73,0.075266 
0,85,48,246,73,0.075261 
59,56,109,116,73,0.075221 
143,5,288,190,73,0.075186 
26,124,129,214,73,0.074857 
228,62,298,154,73,0.074849 
132,166,283,233,73,0.074839 
131,258,167,293,73,0.074593 
121,163,173,234,73,0.074103 
248,3,299,147,73,0.073716 
0,9,23,62,86,0.073674 
19,44,145,226,73,0.073525 
200,183,266,251,73,0.073441 
202,4,293,79,73,0.073226 
161,0,199,7,35,0.072807 
222,208,276,274,73,0.072792 
252,191,300,236,73,0.072571 
5,180,43,213,35,0.072534 
55,130,177,197,73,0.072434 
190,70,300,228,73,0.072427 
248,20,294,50,73,0.072394 
135,26,269,101,73,0.072224 
0,129,85,203,73,0.072219 
227,189,300,238,73,0.072208 
250,156,300,294,73,0.072103 
194,231,225,255,73,0.072061 
0,0,217,28,73,0.072049 
214,254,243,271,73,0.071965 
98,112,237,205,73,0.071882 
186,1,211,13,35,0.070871 
129,34,182,71,35,0.064251 
283,69,300,99,36,0.059067 
3,134,40,164,36,0.058966 
5,180,43,213,36,0.057530 
1,126,60,173,36,0.056612 
0,4,35,43,86,0.055355 
251,86,293,112,36,0.054479 
153,13,186,41,35,0.054132 
260,100,300,135,36,0.053881 
4,161,63,202,36,0.051069 
263,180,283,192,18,0.050389 
295,81,299,140,36,0.050375 
253,177,273,188,18,0.050160 
242,103,278,137,36,0.049879 
0,150,8,182,35,0.048863 
81,1,123,5,35,0.048476 
181,102,218,124,35,0.048127 
245,2,282,16,35,0.047364 
1,146,63,187,36,0.047264 
101,0,139,13,35,0.047091 
262,49,300,90,36,0.046366 
3,13,35,58,86,0.045516 
259,66,300,104,36,0.044375 
240,70,287,103,35,0.044026 
5,169,34,196,36,0.043304 
137,59,185,84,35,0.042961 
0,136,14,164,35,0.042292 
4,175,58,221,36,0.041873 
0,0,38,73,86,0.040004 
248,20,294,50,37,0.039785 
432,142,538,219,73,0.961781 
331,168,406,215,73,0.869797 
329,240,400,290,73,0.857123 
317,291,333,300,18,0.835385 
368,212,384,223,18,0.824920 
429,233,473,260,73,0.771822 
329,289,347,299,18,0.714133 
450,140,532,194,73,0.320737 
411,247,447,272,73,0.310029 
350,0,387,23,35,0.303648 
356,277,406,300,73,0.295298 
300,213,319,251,73,0.280666 
420,228,479,266,73,0.256952 
502,140,532,160,73,0.234391 
436,191,469,215,73,0.179847 
404,224,420,236,18,0.174722 
493,154,526,176,73,0.167830 
326,226,345,236,18,0.165654 
400,230,416,240,18,0.163524 
301,201,311,233,73,0.153259 
300,0,339,20,35,0.152596 
301,291,316,299,18,0.148401 
546,156,600,300,73,0.146845 
358,231,374,241,18,0.138012 
465,173,495,191,73,0.137701 
336,252,411,296,73,0.135312 
459,177,484,194,73,0.134489 
446,188,477,208,73,0.131484 
443,196,476,218,73,0.131031 
394,267,418,284,73,0.130785 
416,183,443,203,73,0.129473 
357,173,435,220,73,0.129171 
439,233,482,255,73,0.128734 
466,136,496,156,73,0.127486 
589,190,600,238,73,0.125642 
577,250,600,281,73,0.124263 
465,234,488,247,73,0.124028 
443,154,481,177,73,0.123632 
576,260,599,285,73,0.123219 
587,290,600,297,73,0.121842 
483,155,518,178,73,0.121693 
415,207,444,224,73,0.121475 
483,139,516,164,73,0.121425 
402,230,473,274,73,0.120333 
477,169,506,188,73,0.119420 
433,174,460,192,73,0.118851 
449,224,477,241,73,0.118313 
516,168,600,296,73,0.117599 
335,250,375,279,73,0.117491 
383,190,450,232,73,0.116657 
392,221,465,268,73,0.116357 
448,249,474,266,73,0.116030 
300,196,338,267,73,0.116026 
407,179,442,205,73,0.115907 
351,244,393,272,73,0.115139 
445,291,491,299,73,0.114843 
483,135,534,188,73,0.114694 
395,237,455,277,73,0.114299 
309,170,325,179,18,0.114094 
382,175,448,219,73,0.114057 
468,157,499,181,73,0.113838 
366,251,399,275,73,0.112793 
428,180,484,218,73,0.112639 
583,229,597,254,73,0.112172 
413,174,445,197,73,0.111973 
458,226,490,243,73,0.111809 
302,178,325,258,73,0.111412 
435,130,525,186,73,0.111151 
348,179,393,213,73,0.111062 
490,246,512,257,73,0.110752 
400,190,472,230,73,0.110649 
461,183,488,201,73,0.110474 
310,226,412,293,73,0.109306 
410,177,472,218,73,0.109135 
399,295,441,299,73,0.108991 
429,223,503,265,73,0.108846 
338,260,375,289,73,0.108653 
300,267,313,288,73,0.108263 
397,249,413,257,18,0.107518 
334,170,375,198,73,0.107495 
378,167,432,225,73,0.107289 
506,215,599,300,73,0.107212 
587,217,598,245,73,0.106825 
436,223,464,239,73,0.106798 
422,232,448,247,73,0.106657 
424,232,493,276,73,0.106371 
499,220,532,238,73,0.106306 
436,243,470,265,73,0.106292 
421,189,484,226,73,0.106045 
378,222,445,266,73,0.105811 
464,126,502,151,73,0.105505 
415,295,458,298,73,0.105130 
386,210,456,251,73,0.105016 
349,183,424,229,73,0.104447 
338,227,448,295,73,0.104445 
317,273,407,300,73,0.104167 
362,239,430,280,73,0.104107 
397,263,427,283,73,0.103897 
436,165,514,217,73,0.103747 
406,210,422,220,73,0.103661 
380,183,431,235,73,0.103323 
476,84,515,112,73,0.103166 
300,201,325,279,73,0.103128 
368,263,405,286,73,0.102874 
346,169,388,204,73,0.102734 
480,125,508,146,73,0.102711 
414,214,487,257,73,0.102520 
437,190,509,238,73,0.102445 
381,295,429,298,73,0.102359 
300,205,356,256,73,0.102327 
357,279,438,298,73,0.102190 
391,208,487,277,73,0.102031 
431,253,503,295,73,0.101714 
442,211,510,251,73,0.101653 
330,161,433,226,73,0.101562 
561,291,592,298,73,0.101516 
420,262,446,280,73,0.101502 
316,162,391,207,73,0.101401 
449,139,478,157,73,0.101361 
465,253,500,270,73,0.101015 
402,218,505,284,73,0.100987 
362,264,563,298,73,0.100967 
430,295,481,298,73,0.100873 
381,185,428,214,73,0.100802 
491,129,546,172,73,0.100360 
350,268,384,295,73,0.100332 
316,280,333,290,18,0.100056 
577,186,600,271,73,0.100045 
306,5,342,33,35,0.099961 
321,188,411,277,73,0.099697 
425,124,508,174,73,0.099628 
438,156,519,203,73,0.099574 
445,237,515,279,73,0.099363 
482,210,550,252,73,0.099225 
419,144,493,186,73,0.099046 
326,174,410,230,73,0.098617 
496,167,523,186,73,0.098490 
303,181,399,233,73,0.098454 
359,256,430,297,73,0.098414 
300,191,357,242,73,0.098307 
426,285,512,299,73,0.098282 
388,117,476,206,73,0.098232 
392,208,444,263,73,0.097857 
442,273,486,290,73,0.097760 
461,223,527,264,73,0.097727 
561,117,600,298,73,0.097205 
455,218,507,278,73,0.097201 
302,221,366,268,73,0.096854 
419,197,563,257,73,0.096807 
539,242,600,293,73,0.096683 
454,293,502,298,73,0.096659 
388,197,520,256,73,0.096410 
300,165,338,256,73,0.096160 
489,187,600,281,73,0.095815 
435,136,467,158,73,0.095766 
409,184,461,239,73,0.095699 
482,227,510,244,73,0.095574 
302,227,335,257,73,0.095478 
356,190,465,261,73,0.095447 
408,207,464,263,73,0.095422 
488,151,564,203,73,0.095308 
417,159,490,207,73,0.095279 
557,241,600,283,73,0.095023 
444,127,477,148,73,0.094985 
380,252,451,295,73,0.094900 
392,143,462,189,73,0.094651 
384,204,431,258,73,0.094637 
365,285,473,299,73,0.094608 
437,204,490,257,73,0.094576 
595,160,599,217,73,0.094352 
456,80,521,124,73,0.094106 
300,193,385,298,73,0.094018 
327,147,412,204,73,0.093971 
554,255,600,297,73,0.093722 
387,162,450,207,73,0.093686 
482,188,511,204,73,0.093638 
314,246,390,294,73,0.093356 
379,167,418,199,73,0.093327 
300,246,311,281,73,0.092801 
351,252,508,300,73,0.092727 
560,206,600,249,73,0.092660 
460,204,490,225,73,0.092634 
387,287,495,299,73,0.092560 
500,129,528,144,73,0.092492 
300,192,361,271,73,0.092488 
476,110,549,156,73,0.092458 
512,152,537,170,73,0.092420 
303,147,371,187,73,0.092043 
341,171,394,225,73,0.091958 
505,217,544,238,73,0.091877 
356,226,410,281,73,0.091658 
379,146,496,242,73,0.091590 
361,184,400,215,73,0.091484 
516,24,599,132,73,0.091243 
532,153,568,180,73,0.091215 
432,218,547,291,73,0.091161 
438,172,489,226,73,0.091098 
494,134,552,198,73,0.091064 
369,169,408,201,73,0.091027 
389,125,510,266,73,0.090998 
505,146,599,260,73,0.090927 
360,261,408,300,73,0.090797 
470,219,522,276,73,0.090664 
530,190,554,210,73,0.090662 
380,234,430,288,73,0.090561 
513,128,544,147,73,0.090545 
507,141,579,188,73,0.090319 
484,255,514,269,73,0.090058 
315,146,392,195,73,0.090044 
490,218,561,266,73,0.089800 
440,240,491,300,73,0.089720 
389,126,462,177,73,0.089622 
492,3,598,80,73,0.089410 
405,124,478,173,73,0.089406 
311,171,328,182,18,0.086901 
399,250,415,261,18,0.085119 
300,267,313,288,18,0.084578 
354,231,368,240,18,0.084293 
329,199,344,209,18,0.083326 
300,0,324,19,35,0.073490 
305,169,320,181,18,0.071664 
345,210,363,220,18,0.070506 
326,208,343,218,18,0.069471 
552,145,568,157,18,0.067422 
371,211,388,222,18,0.067354 
380,223,395,234,18,0.066628 
301,201,311,233,18,0.066627 
318,15,358,41,35,0.066338 
300,198,307,213,18,0.065078 
343,297,363,300,18,0.064863 
330,276,347,287,18,0.063425 
423,231,443,243,18,0.063026 
345,1,373,18,35,0.062250 
335,24,371,49,35,0.061978 
379,241,396,252,18,0.060744 
479,22,544,60,35,0.058527 
441,271,455,280,18,0.057953 
329,168,351,179,18,0.057500 
553,242,565,254,18,0.055635 
300,42,321,86,35,0.054982 
322,20,361,48,35,0.054049 
300,41,318,73,35,0.052298 
300,21,312,61,35,0.052141 
506,0,551,8,35,0.051782 
546,239,559,252,18,0.051484 
317,291,333,300,17,0.049966 
480,56,600,259,79,0.048454 
301,3,314,43,35,0.047766 
368,212,384,223,23,0.045703 
496,255,517,266,18,0.044617 
726,149,746,158,18,0.943022 
697,97,715,108,18,0.834379 
798,253,900,299,73,0.807891 
741,133,760,144,18,0.661344 
892,160,900,173,18,0.523963 
704,120,740,136,23,0.419151 
609,253,644,275,73,0.383897 
730,117,748,128,18,0.380251 
840,210,892,248,73,0.378973 
733,169,765,197,23,0.335849 
717,163,751,198,23,0.306931 
602,266,638,285,73,0.274663 
675,230,715,261,73,0.265308 
605,134,665,215,73,0.252488 
646,231,718,296,73,0.242864 
715,147,731,155,18,0.234861 
736,119,754,129,18,0.216898 
740,181,766,210,23,0.190573 
788,282,847,299,73,0.170179 
851,210,898,280,73,0.164049 
749,189,774,216,23,0.161073 
751,174,769,190,23,0.158322 
704,120,740,136,19,0.153579 
620,240,653,253,73,0.150130 
601,282,636,299,73,0.147559 
717,125,740,136,18,0.141141 
694,60,737,90,73,0.138222 
700,158,733,195,23,0.128000 
620,240,653,253,23,0.124621 
600,263,619,288,73,0.122997 
734,292,768,300,73,0.120667 
